Frame;CaptureTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForwardX;CombinedGazeForwardY;CombinedGazeForwardZ;CombinedGazeOriginX;CombinedGazeOriginY;CombinedGazeOriginZ;HitPointX;HitPointY;HitPointZ;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
2074190;1001005286310198759;(-0.13, 1.30, -0.22);(0.06009, -0.06335, 0.02860, 0.99577);VALID;0.05078009;0.08500692;0.9950855;-0.2220389;0.902113;-9.427498;-0.1915709;0.9531171;-8.830446;65.500;VALID;(0.060, 0.076, 0.995);(-0.034, 0.000, 0.000);0.405;5.132;5.132;VALID;(-0.038, 0.162, 0.986);(0.034, 0.000, 0.000);0.411;4.970;12.103;0.3857608;0
2074192;1001005286320200343;(-0.13, 1.30, -0.22);(0.06042, -0.06221, 0.02791, 0.99584);VALID;0.04998295;0.08547399;0.9950859;-0.2220389;0.902113;-9.427498;-0.1920492;0.9533973;-8.830446;65.500;VALID;(0.059, 0.077, 0.995);(-0.034, 0.000, 0.000);0.404;5.127;5.127;VALID;(-0.039, 0.163, 0.986);(0.034, 0.000, 0.000);0.411;4.971;12.103;0.3877422;0
2074194;1001005286330202458;(-0.13, 1.30, -0.22);(0.06112, -0.06080, 0.02676, 0.99592);VALID;0.04878089;0.08566389;0.9951292;-0.2220389;0.902113;-9.427498;-0.1927704;0.9535113;-8.83042;65.500;VALID;(0.057, 0.077, 0.995);(-0.034, 0.000, 0.000);0.404;5.119;5.119;VALID;(-0.039, 0.163, 0.986);(0.034, 0.000, 0.000);0.411;4.971;12.103;0.3893764;0
2074196;1001005286340204853;(-0.13, 1.30, -0.22);(0.06163, -0.05891, 0.02531, 0.99604);VALID;0.04718504;0.08579773;0.9951946;-0.2220389;0.902113;-9.427498;-0.1937279;0.9535916;-8.830381;65.500;VALID;(0.056, 0.077, 0.995);(-0.034, 0.000, 0.000);0.403;5.115;5.115;VALID;(-0.039, 0.162, 0.986);(0.034, 0.000, 0.000);0.411;4.975;12.103;0.3905035;0
2074199;1001005286355207842;(-0.13, 1.30, -0.22);(0.06242, -0.05707, 0.02369, 0.99614);VALID;0.04602914;0.08601145;0.9952303;-0.2220389;0.902113;-9.427498;-0.1944214;0.9537199;-8.830359;65.500;VALID;(0.055, 0.077, 0.996);(-0.034, 0.000, 0.000);0.404;5.124;5.124;VALID;(-0.039, 0.162, 0.986);(0.034, 0.000, 0.000);0.412;4.982;12.103;0.3934376;0
2074201;1001005286365209144;(-0.13, 1.30, -0.22);(0.06341, -0.05499, 0.02188, 0.99623);VALID;0.04376213;0.08563188;0.9953653;-0.2220389;0.902113;-9.427498;-0.1957816;0.9534921;-8.830278;65.500;VALID;(0.053, 0.077, 0.996);(-0.034, 0.000, 0.000);0.405;5.132;5.132;VALID;(-0.040, 0.161, 0.986);(0.034, 0.000, 0.000);0.411;4.978;12.103;0.3968525;0
2074203;1001005286375213471;(-0.12, 1.30, -0.22);(0.06439, -0.05275, 0.02032, 0.99632);VALID;0.03478092;0.08519963;0.9957566;-0.2220389;0.902113;-9.427498;-0.2011704;0.9532328;-8.830044;65.500;VALID;(0.043, 0.076, 0.996);(-0.034, 0.000, 0.000);0.406;5.147;5.147;VALID;(-0.049, 0.162, 0.986);(0.034, 0.000, 0.000);0.420;5.085;12.103;0.3906998;0
2074205;1001005286385221192;(-0.12, 1.30, -0.22);(0.06531, -0.05035, 0.01897, 0.99641);VALID;0.02668091;0.08540504;0.995989;-0.2220389;0.902113;-9.427498;-0.2060304;0.953356;-8.829905;65.500;VALID;(0.035, 0.077, 0.996);(-0.034, 0.000, 0.000);0.408;5.169;5.169;VALID;(-0.057, 0.162, 0.985);(0.034, 0.000, 0.000);0.420;5.081;12.103;0.3895991;0
2074207;1001005286395228809;(-0.12, 1.30, -0.22);(0.06657, -0.04803, 0.01792, 0.99646);VALID;0.01928243;0.08581717;0.9961243;-0.2220389;0.902113;-9.427498;-0.2104695;0.9536033;-8.829823;65.500;VALID;(0.029, 0.077, 0.997);(-0.034, 0.000, 0.000);0.408;5.178;5.178;VALID;(-0.063, 0.163, 0.985);(0.034, 0.000, 0.000);0.418;5.060;12.103;0.3892071;0
2074210;1001005286410230290;(-0.12, 1.30, -0.22);(0.06767, -0.04566, 0.01690, 0.99652);VALID;0.0122144;0.08593509;0.9962258;-0.2220389;0.902113;-9.427498;-0.2147103;0.953674;-8.829762;65.500;VALID;(0.022, 0.077, 0.997);(-0.034, 0.000, 0.000);0.408;5.178;5.178;VALID;(-0.069, 0.163, 0.984);(0.034, 0.000, 0.000);0.416;5.031;12.103;0.3896319;0
2074212;1001005286420231950;(-0.12, 1.30, -0.22);(0.06867, -0.04323, 0.01608, 0.99657);VALID;0.007267096;0.08616237;0.9962546;-0.2220389;0.902113;-9.427498;-0.2176787;0.9538104;-8.829745;65.500;VALID;(0.017, 0.077, 0.997);(-0.034, 0.000, 0.000);0.407;5.166;5.166;VALID;(-0.073, 0.163, 0.984);(0.034, 0.000, 0.000);0.415;5.022;12.103;0.390807;0
2074214;1001005286430234139;(-0.12, 1.30, -0.23);(0.06960, -0.04097, 0.01553, 0.99661);VALID;0.005482584;0.08607853;0.9962733;-0.2220389;0.902113;-9.427498;-0.2187494;0.9537601;-8.829734;65.500;VALID;(0.015, 0.077, 0.997);(-0.034, 0.000, 0.000);0.405;5.138;5.138;VALID;(-0.077, 0.163, 0.984);(0.034, 0.000, 0.000);0.415;5.021;12.103;0.3897844;0
2074216;1001005286440236446;(-0.12, 1.30, -0.23);(0.07085, -0.03895, 0.01498, 0.99661);VALID;0.004667346;0.08554212;0.9963236;-0.2220389;0.902113;-9.427498;-0.2192385;0.9534382;-8.829703;65.500;VALID;(0.012, 0.077, 0.997);(-0.034, 0.000, 0.000);0.402;5.102;5.102;VALID;(-0.080, 0.163, 0.983);(0.034, 0.000, 0.000);0.414;5.016;12.103;0.3887845;0
2074218;1001005286450238495;(-0.12, 1.30, -0.23);(0.07212, -0.03692, 0.01462, 0.99661);VALID;-0.004220109;0.07488891;0.997183;-0.2220389;0.902113;-9.427498;-0.224571;0.9470463;-8.829188;65.500;VALID;(0.002, 0.068, 0.998);(-0.034, 0.000, 0.000);0.359;4.554;4.554;VALID;(-0.083, 0.163, 0.983);(0.034, 0.000, 0.000);0.414;5.016;12.103;0.3501081;0
2074221;1001005286465240530;(-0.12, 1.30, -0.23);(0.07316, -0.03507, 0.01424, 0.99660);VALID;-0.01360462;0.05823391;0.9982103;-0.2220389;0.902113;-9.427498;-0.2302017;0.9370533;-8.828571;65.500;VALID;(-0.007, 0.052, 0.999);(-0.034, 0.000, 0.000);0.375;4.759;4.759;VALID;(-0.086, 0.163, 0.983);(0.034, 0.000, 0.000);0.415;5.017;12.103;0.2817361;0
2074223;1001005286475248190;(-0.12, 1.30, -0.23);(0.07454, -0.03345, 0.01398, 0.99656);VALID;-0.01715494;0.04786072;0.9987067;-0.2220389;0.902113;-9.427498;-0.2323319;0.9308294;-8.828274;65.500;VALID;(-0.011, 0.041, 0.999);(-0.034, 0.000, 0.000);0.373;4.733;4.733;VALID;(-0.089, 0.164, 0.982);(0.034, 0.000, 0.000);0.415;5.017;12.103;0.2472186;0
2074225;1001005286485255802;(-0.12, 1.30, -0.23);(0.07579, -0.03203, 0.01381, 0.99651);VALID;-0.0185406;0.04119949;0.9989789;-0.2220389;0.902113;-9.427498;-0.2331633;0.9268327;-8.828111;65.500;VALID;(-0.012, 0.034, 0.999);(-0.034, 0.000, 0.000);0.373;4.732;4.732;VALID;(-0.093, 0.165, 0.982);(0.034, 0.000, 0.000);0.415;5.019;12.103;0.2292036;0
2074227;1001005286495263360;(-0.12, 1.30, -0.23);(0.07704, -0.03087, 0.01371, 0.99646);VALID;-0.02155345;0.03789855;0.9990491;-0.2220389;0.902113;-9.427498;-0.234971;0.9248521;-8.828069;65.500;VALID;(-0.015, 0.031, 0.999);(-0.034, 0.000, 0.000);0.374;4.741;4.741;VALID;(-0.096, 0.167, 0.981);(0.034, 0.000, 0.000);0.415;5.022;12.103;0.2164747;0
2074230;1001005286510264997;(-0.12, 1.30, -0.23);(0.07833, -0.02987, 0.01370, 0.99639);VALID;-0.02805727;0.04389163;0.9986422;-0.2220389;0.902113;-9.427498;-0.2388733;0.928448;-8.828313;65.500;VALID;(-0.021, 0.036, 0.999);(-0.034, 0.000, 0.000);0.410;5.194;5.194;VALID;(-0.102, 0.166, 0.981);(0.034, 0.000, 0.000);0.414;5.009;12.103;0.2306238;0
2074232;1001005286520266757;(-0.12, 1.30, -0.23);(0.07965, -0.02921, 0.01370, 0.99630);VALID;-0.03309474;0.05029372;0.998186;-0.2220389;0.902113;-9.427498;-0.2418958;0.9322892;-8.828587;65.500;VALID;(-0.026, 0.043, 0.999);(-0.034, 0.000, 0.000);0.412;5.223;5.223;VALID;(-0.107, 0.166, 0.980);(0.034, 0.000, 0.000);0.414;5.009;12.103;0.2461826;0
2074234;1001005286530268961;(-0.11, 1.30, -0.23);(0.08068, -0.02873, 0.01374, 0.99623);VALID;-0.0371976;0.0596699;0.9975249;-0.2220389;0.902113;-9.427498;-0.2443575;0.9379149;-8.828983;65.500;VALID;(-0.030, 0.052, 0.998);(-0.034, 0.000, 0.000);0.411;5.216;5.216;VALID;(-0.109, 0.168, 0.980);(0.034, 0.000, 0.000);0.416;5.031;12.103;0.267088;0
2074236;1001005286540271195;(-0.11, 1.30, -0.23);(0.08131, -0.02818, 0.01370, 0.99620);VALID;-0.04071528;0.07075144;0.9966627;-0.2220389;0.902113;-9.427498;-0.2464681;0.9445638;-8.8295;65.500;VALID;(-0.034, 0.064, 0.997);(-0.034, 0.000, 0.000);0.413;5.235;5.235;VALID;(-0.113, 0.169, 0.979);(0.034, 0.000, 0.000);0.416;5.031;12.103;0.3016036;0
2074238;1001005286550273168;(-0.11, 1.30, -0.23);(0.08200, -0.02797, 0.01377, 0.99614);VALID;-0.05240913;0.06717294;0.9963639;-0.2220389;0.902113;-9.427498;-0.2534844;0.9424167;-8.829679;65.500;VALID;(-0.048, 0.061, 0.997);(-0.034, 0.000, 0.000);0.405;5.134;5.134;VALID;(-0.127, 0.168, 0.978);(0.034, 0.000, 0.000);0.416;5.030;12.103;0.2960727;0
2074241;1001005286565278548;(-0.11, 1.30, -0.23);(0.08249, -0.02795, 0.01366, 0.99611);VALID;-0.08056166;0.06286065;0.9947655;-0.2220389;0.902113;-9.427498;-0.2703759;0.9398293;-8.830639;65.500;VALID;(-0.078, 0.058, 0.995);(-0.034, 0.000, 0.000);0.423;5.366;5.366;VALID;(-0.172, 0.154, 0.973);(0.034, 0.000, 0.000);0.411;4.975;12.103;0.3399342;0
2074243;1001005286575286162;(-0.11, 1.30, -0.23);(0.08305, -0.02819, 0.01333, 0.99606);VALID;-0.1021193;0.05564705;0.9932145;-0.2220389;0.902113;-9.427498;-0.2833105;0.9355012;-8.831569;65.500;VALID;(-0.101, 0.052, 0.994);(-0.034, 0.000, 0.000);0.412;5.227;5.227;VALID;(-0.181, 0.133, 0.975);(0.034, 0.000, 0.000);0.406;4.920;12.103;0.4073973;0
2074245;1001005286585293725;(-0.11, 1.30, -0.23);(0.08347, -0.02848, 0.01294, 0.99602);VALID;-0.1018393;0.02251027;0.9945462;-0.2220389;0.902113;-9.427498;-0.2831425;0.9156191;-8.83077;65.500;VALID;(-0.100, 0.022, 0.995);(-0.034, 0.000, 0.000);0.361;4.572;4.572;VALID;(-0.191, 0.115, 0.975);(0.034, 0.000, 0.000);0.406;4.914;12.103;0.3565172;0
2074247;1001005286595297830;(-0.11, 1.30, -0.23);(0.08420, -0.02880, 0.01243, 0.99596);VALID;-0.102693;0.0006252021;0.9947129;-0.2220389;0.902113;-9.427498;-0.2836547;0.9024881;-8.83067;65.500;VALID;(-0.101, 0.000, 0.995);(-0.034, 0.000, 0.000);0.405;5.131;5.131;VALID;(-0.196, 0.103, 0.975);(0.034, 0.000, 0.000);0.406;4.916;12.103;0.3203948;0
2074250;1001005286610299662;(-0.11, 1.30, -0.23);(0.08473, -0.02931, 0.01192, 0.99590);VALID;-0.1165711;-0.02231596;0.9929316;-0.2220389;0.902113;-9.427498;-0.2919816;0.8887234;-8.831738;65.500;VALID;(-0.115, -0.023, 0.993);(-0.034, 0.000, 0.000);0.383;4.854;4.854;VALID;(-0.201, 0.094, 0.975);(0.034, 0.000, 0.000);0.406;4.919;12.103;0.2719028;0
2074252;1001005286620301541;(-0.12, 1.30, -0.23);(0.08480, -0.02966, 0.01149, 0.99589);VALID;-0.1068512;-0.05179086;0.9929252;-0.2220389;0.902113;-9.427498;-0.2861496;0.8710384;-8.831742;65.500;VALID;(-0.105, -0.053, 0.993);(-0.034, 0.000, 0.000);0.328;4.155;4.155;VALID;(-0.204, 0.090, 0.975);(0.034, 0.000, 0.000);0.407;4.923;12.103;0.2185757;0
2074254;1001005286630303753;(-0.12, 1.30, -0.23);(0.08477, -0.03053, 0.01118, 0.99587);VALID;-0.118703;-0.03358068;0.9923618;-0.2220389;0.902113;-9.427498;-0.2932608;0.8819646;-8.832081;65.500;VALID;(-0.116, -0.036, 0.993);(-0.034, 0.000, 0.000);0.405;5.140;5.140;VALID;(-0.207, 0.090, 0.974);(0.034, 0.000, 0.000);0.411;4.972;12.103;0.2501153;0
2074256;1001005286640305940;(-0.12, 1.30, -0.23);(0.08478, -0.03140, 0.01094, 0.99584);VALID;-0.1263238;-0.02647901;0.9916356;-0.2220389;0.902113;-9.427498;-0.2978332;0.8862256;-8.832517;65.500;VALID;(-0.124, -0.029, 0.992);(-0.034, 0.000, 0.000);0.406;5.146;5.146;VALID;(-0.210, 0.090, 0.973);(0.034, 0.000, 0.000);0.411;4.980;12.103;0.2645033;0
2074259;1001005286655308617;(-0.12, 1.30, -0.23);(0.08476, -0.03223, 0.01068, 0.99582);VALID;-0.1322984;-0.02096144;0.9909883;-0.2220389;0.902113;-9.427498;-0.301418;0.8895361;-8.832905;65.500;VALID;(-0.129, -0.024, 0.991);(-0.034, 0.000, 0.000);0.408;5.168;5.168;VALID;(-0.212, 0.090, 0.973);(0.034, 0.000, 0.000);0.411;4.972;12.103;0.278652;0
2074261;1001005286665316565;(-0.12, 1.30, -0.23);(0.08436, -0.03303, 0.01041, 0.99583);VALID;-0.1336709;-0.0200572;0.9908228;-0.2220389;0.902113;-9.427498;-0.3022415;0.8900787;-8.833004;65.500;VALID;(-0.131, -0.023, 0.991);(-0.034, 0.000, 0.000);0.407;5.159;5.159;VALID;(-0.214, 0.090, 0.973);(0.034, 0.000, 0.000);0.410;4.967;12.103;0.2820966;0
2074263;1001005286675324056;(-0.12, 1.30, -0.23);(0.08411, -0.03410, 0.01035, 0.99582);VALID;-0.1342936;-0.01859461;0.9907671;-0.2220389;0.902113;-9.427498;-0.3026151;0.8909562;-8.833037;65.500;VALID;(-0.132, -0.021, 0.991);(-0.034, 0.000, 0.000);0.408;5.167;5.167;VALID;(-0.213, 0.089, 0.973);(0.034, 0.000, 0.000);0.410;4.963;12.103;0.2863987;0
2074265;1001005286685331497;(-0.12, 1.30, -0.23);(0.08380, -0.03528, 0.01023, 0.99581);VALID;-0.1295337;-0.02458856;0.9912701;-0.2220389;0.902113;-9.427498;-0.2997591;0.8873598;-8.832736;65.500;VALID;(-0.127, -0.027, 0.992);(-0.034, 0.000, 0.000);0.343;4.350;4.350;VALID;(-0.213, 0.090, 0.973);(0.034, 0.000, 0.000);0.410;4.962;12.103;0.270978;0
2074267;1001005286695335504;(-0.12, 1.30, -0.23);(0.08328, -0.03627, 0.01021, 0.99581);VALID;-0.1304002;-0.02084075;0.9912423;-0.2220389;0.902113;-9.427498;-0.3002791;0.8896085;-8.832752;65.500;VALID;(-0.128, -0.024, 0.992);(-0.034, 0.000, 0.000);0.410;5.200;5.200;VALID;(-0.213, 0.089, 0.973);(0.034, 0.000, 0.000);0.410;4.961;12.103;0.2853056;0
2074270;1001005286710337319;(-0.12, 1.30, -0.23);(0.08268, -0.03743, 0.01030, 0.99582);VALID;-0.1143842;-0.02567384;0.9931048;-0.2220389;0.902113;-9.427498;-0.2906695;0.8867087;-8.831635;65.500;VALID;(-0.111, -0.029, 0.993);(-0.034, 0.000, 0.000);0.354;4.487;4.487;VALID;(-0.212, 0.088, 0.973);(0.034, 0.000, 0.000);0.409;4.954;12.103;0.2813325;0
2074272;1001005286720339193;(-0.12, 1.30, -0.24);(0.08241, -0.03862, 0.01034, 0.99580);VALID;-0.1186956;-0.02519851;0.9926109;-0.2220389;0.902113;-9.427498;-0.2932563;0.8869939;-8.831931;65.500;VALID;(-0.115, -0.029, 0.993);(-0.034, 0.000, 0.000);0.408;5.169;5.169;VALID;(-0.212, 0.088, 0.973);(0.034, 0.000, 0.000);0.410;4.962;12.103;0.2788597;0
2074274;1001005286730341245;(-0.12, 1.30, -0.24);(0.08211, -0.03983, 0.01037, 0.99577);VALID;-0.1208669;-0.0242276;0.992373;-0.2220389;0.902113;-9.427498;-0.2945591;0.8875764;-8.832074;65.500;VALID;(-0.118, -0.027, 0.993);(-0.034, 0.000, 0.000);0.408;5.171;5.171;VALID;(-0.211, 0.089, 0.974);(0.034, 0.000, 0.000);0.411;4.974;12.103;0.2786731;0
2074276;1001005286740343279;(-0.12, 1.30, -0.24);(0.08166, -0.04085, 0.01037, 0.99577);VALID;-0.1209976;-0.02134738;0.9924232;-0.2220389;0.902113;-9.427498;-0.2946375;0.8893045;-8.832044;65.500;VALID;(-0.118, -0.025, 0.993);(-0.034, 0.000, 0.000);0.425;5.389;5.389;VALID;(-0.210, 0.090, 0.974);(0.034, 0.000, 0.000);0.412;4.981;12.103;0.2831816;0
2074279;1001005286755345736;(-0.12, 1.30, -0.24);(0.08133, -0.04205, 0.01039, 0.99575);VALID;-0.1210674;-0.01442518;0.9925395;-0.2220389;0.902113;-9.427498;-0.2946794;0.8934578;-8.831974;65.500;VALID;(-0.118, -0.018, 0.993);(-0.034, 0.000, 0.000);0.425;5.390;5.390;VALID;(-0.209, 0.090, 0.974);(0.034, 0.000, 0.000);0.412;4.983;12.103;0.3049628;0
2074281;1001005286765353542;(-0.12, 1.30, -0.24);(0.08131, -0.04324, 0.01049, 0.99570);VALID;-0.1217022;-0.009174053;0.9925243;-0.2220389;0.902113;-9.427498;-0.2950602;0.8966085;-8.831984;65.500;VALID;(-0.119, -0.012, 0.993);(-0.034, 0.000, 0.000);0.425;5.383;5.383;VALID;(-0.207, 0.089, 0.974);(0.034, 0.000, 0.000);0.413;5.000;12.103;0.3234672;0
2074283;1001005286775360893;(-0.12, 1.30, -0.24);(0.08109, -0.04423, 0.01065, 0.99567);VALID;-0.1220843;-0.005185079;0.9925062;-0.2220389;0.902113;-9.427498;-0.2952895;0.8990019;-8.831994;65.500;VALID;(-0.119, -0.008, 0.993);(-0.034, 0.000, 0.000);0.422;5.356;5.356;VALID;(-0.204, 0.088, 0.975);(0.034, 0.000, 0.000);0.414;5.009;12.103;0.3417952;0
2074285;1001005286785368197;(-0.12, 1.30, -0.24);(0.08074, -0.04513, 0.01094, 0.99565);VALID;-0.1224241;-0.001888444;0.9924761;-0.2220389;0.902113;-9.427498;-0.2954934;0.9009799;-8.832012;65.500;VALID;(-0.120, -0.005, 0.993);(-0.034, 0.000, 0.000);0.421;5.331;5.331;VALID;(-0.201, 0.088, 0.976);(0.034, 0.000, 0.000);0.414;5.015;12.103;0.3551944;0
2074287;1001005286795368839;(-0.12, 1.30, -0.24);(0.08066, -0.04606, 0.01130, 0.99561);VALID;-0.1225773;-0.0008911319;0.9924586;-0.2220389;0.902113;-9.427498;-0.2955853;0.9015783;-8.832023;65.500;VALID;(-0.120, -0.003, 0.993);(-0.034, 0.000, 0.000);0.419;5.316;5.316;VALID;(-0.198, 0.087, 0.976);(0.034, 0.000, 0.000);0.413;4.998;12.103;0.3648459;0
2074290;1001005286810370802;(-0.12, 1.30, -0.24);(0.08048, -0.04692, 0.01181, 0.99558);VALID;-0.121714;-0.007415315;0.9925375;-0.2220389;0.902113;-9.427498;-0.2950673;0.8976638;-8.831975;65.500;VALID;(-0.119, -0.010, 0.993);(-0.034, 0.000, 0.000);0.416;5.280;5.280;VALID;(-0.198, 0.081, 0.977);(0.034, 0.000, 0.000);0.413;4.994;12.103;0.3577359;0
2074292;1001005286820372721;(-0.13, 1.30, -0.24);(0.08039, -0.04757, 0.01232, 0.99555);VALID;-0.1303813;-0.007547064;0.9914352;-0.2220389;0.902113;-9.427498;-0.3002677;0.8975847;-8.832637;65.500;VALID;(-0.128, -0.010, 0.992);(-0.034, 0.000, 0.000);0.426;5.406;5.406;VALID;(-0.200, 0.071, 0.977);(0.034, 0.000, 0.000);0.410;4.959;12.103;0.4054391;0
2074294;1001005286830374706;(-0.13, 1.30, -0.24);(0.08033, -0.04815, 0.01287, 0.99552);VALID;-0.1387843;-0.007711954;0.9902926;-0.2220389;0.902113;-9.427498;-0.3053095;0.8974858;-8.833323;65.500;VALID;(-0.136, -0.011, 0.991);(-0.034, 0.000, 0.000);0.426;5.400;5.400;VALID;(-0.201, 0.064, 0.977);(0.034, 0.000, 0.000);0.409;4.955;12.103;0.4434703;0
2074296;1001005286840376674;(-0.13, 1.30, -0.24);(0.08050, -0.04874, 0.01347, 0.99547);VALID;-0.1462054;-0.007943753;0.9892223;-0.2220389;0.902113;-9.427498;-0.3097622;0.8973467;-8.833964;65.500;VALID;(-0.143, -0.011, 0.990);(-0.034, 0.000, 0.000);0.424;5.380;5.380;VALID;(-0.204, 0.058, 0.977);(0.034, 0.000, 0.000);0.409;4.953;12.103;0.4746383;0
2074299;1001005286855382502;(-0.13, 1.30, -0.24);(0.08052, -0.04911, 0.01414, 0.99544);VALID;-0.1537203;-0.008035175;0.9880817;-0.2220389;0.902113;-9.427498;-0.3142712;0.8972918;-8.834649;65.500;VALID;(-0.150, -0.011, 0.989);(-0.034, 0.000, 0.000);0.423;5.361;5.361;VALID;(-0.208, 0.054, 0.977);(0.034, 0.000, 0.000);0.409;4.953;12.103;0.5027583;0
2074301;1001005286865390280;(-0.13, 1.30, -0.24);(0.08044, -0.04943, 0.01481, 0.99542);VALID;-0.1565456;-0.008330032;0.9876356;-0.2220389;0.902113;-9.427498;-0.3159663;0.8971149;-8.834916;65.500;VALID;(-0.153, -0.012, 0.988);(-0.034, 0.000, 0.000);0.422;5.351;5.351;VALID;(-0.211, 0.053, 0.976);(0.034, 0.000, 0.000);0.409;4.952;12.103;0.510709;0
2074303;1001005286875397628;(-0.13, 1.30, -0.24);(0.08046, -0.04967, 0.01554, 0.99540);VALID;-0.1580964;-0.009156392;0.9873812;-0.2220389;0.902113;-9.427498;-0.3168968;0.8966191;-8.835069;65.500;VALID;(-0.154, -0.013, 0.988);(-0.034, 0.000, 0.000);0.421;5.343;5.343;VALID;(-0.214, 0.052, 0.975);(0.034, 0.000, 0.000);0.409;4.950;12.103;0.5122937;0
2074305;1001005286885401472;(-0.13, 1.30, -0.24);(0.08064, -0.04984, 0.01634, 0.99536);VALID;-0.1588901;-0.009912521;0.9872465;-0.2220389;0.902113;-9.427498;-0.317373;0.8961654;-8.83515;65.500;VALID;(-0.155, -0.013, 0.988);(-0.034, 0.000, 0.000);0.421;5.338;5.338;VALID;(-0.218, 0.050, 0.975);(0.034, 0.000, 0.000);0.409;4.950;12.103;0.5207068;0
2074307;1001005286895402273;(-0.13, 1.30, -0.24);(0.08067, -0.04978, 0.01701, 0.99535);VALID;-0.159217;-0.01032304;0.9871897;-0.2220389;0.902113;-9.427498;-0.3175691;0.8959191;-8.835184;65.500;VALID;(-0.156, -0.014, 0.988);(-0.034, 0.000, 0.000);0.421;5.335;5.335;VALID;(-0.220, 0.049, 0.974);(0.034, 0.000, 0.000);0.409;4.949;12.103;0.52372;0
2074310;1001005286910404469;(-0.13, 1.30, -0.24);(0.08041, -0.04979, 0.01774, 0.99536);VALID;-0.1591269;-0.01110753;0.9871957;-0.2220389;0.902113;-9.427498;-0.3175151;0.8954484;-8.83518;65.500;VALID;(-0.156, -0.015, 0.988);(-0.034, 0.000, 0.000);0.420;5.330;5.330;VALID;(-0.222, 0.048, 0.974);(0.034, 0.000, 0.000);0.409;4.948;12.103;0.5260184;0.4234239
2074312;1001005286920406459;(-0.13, 1.30, -0.24);(0.08064, -0.04974, 0.01848, 0.99533);VALID;-0.1583838;-0.01090867;0.9873174;-0.2220389;0.902113;-9.427498;-0.3170692;0.8955678;-8.835108;65.500;VALID;(-0.155, -0.014, 0.988);(-0.034, 0.000, 0.000);0.420;5.329;5.329;VALID;(-0.223, 0.047, 0.974);(0.034, 0.000, 0.000);0.409;4.948;12.103;0.5326335;0.4694824
2074314;1001005286930408438;(-0.13, 1.30, -0.24);(0.08058, -0.04957, 0.01929, 0.99533);VALID;-0.1579614;-0.01073349;0.9873869;-0.2220389;0.902113;-9.427498;-0.3168158;0.8956729;-8.835066;65.500;VALID;(-0.155, -0.014, 0.988);(-0.034, 0.000, 0.000);0.420;5.328;5.328;VALID;(-0.223, 0.047, 0.974);(0.034, 0.000, 0.000);0.409;4.947;12.103;0.5339388;0.540062
2074316;1001005286940410403;(-0.13, 1.30, -0.24);(0.08023, -0.04929, 0.01990, 0.99536);VALID;-0.1580739;-0.01087416;0.9873674;-0.2220389;0.902113;-9.427498;-0.3168833;0.8955885;-8.835077;65.500;VALID;(-0.155, -0.014, 0.988);(-0.034, 0.000, 0.000);0.420;5.325;5.325;VALID;(-0.224, 0.047, 0.974);(0.034, 0.000, 0.000);0.408;4.942;12.103;0.531947;0.576974
2074318;1001005286950415491;(-0.13, 1.30, -0.24);(0.08012, -0.04915, 0.02076, 0.99536);VALID;-0.1580589;-0.0111082;0.9873672;-0.2220389;0.902113;-9.427498;-0.3168742;0.895448;-8.835077;65.500;VALID;(-0.155, -0.015, 0.988);(-0.034, 0.000, 0.000);0.420;5.321;5.321;VALID;(-0.224, 0.047, 0.973);(0.034, 0.000, 0.000);0.408;4.937;12.103;0.5284911;0.6054084
2074321;1001005286965427170;(-0.13, 1.30, -0.24);(0.08021, -0.04891, 0.02161, 0.99534);VALID;-0.1581159;-0.01200674;0.9873475;-0.2220389;0.902113;-9.427498;-0.3169085;0.8949089;-8.83509;65.500;VALID;(-0.155, -0.016, 0.988);(-0.034, 0.000, 0.000);0.419;5.307;5.307;VALID;(-0.223, 0.048, 0.974);(0.034, 0.000, 0.000);0.408;4.932;12.103;0.5159584;0.6683039
2074323;1001005286975434374;(-0.13, 1.30, -0.24);(0.07999, -0.04870, 0.02245, 0.99535);VALID;-0.157956;-0.01229732;0.9873696;-0.2220389;0.902113;-9.427498;-0.3168125;0.8947346;-8.835076;65.500;VALID;(-0.154, -0.016, 0.988);(-0.034, 0.000, 0.000);0.418;5.303;5.303;VALID;(-0.224, 0.049, 0.973);(0.034, 0.000, 0.000);0.407;4.932;12.103;0.5072899;0.607756
2074325;1001005286985438092;(-0.13, 1.30, -0.24);(0.07965, -0.04846, 0.02321, 0.99537);VALID;-0.158428;-0.01178534;0.9873002;-0.2220389;0.902113;-9.427498;-0.3170958;0.8950418;-8.835117;65.500;VALID;(-0.154, -0.016, 0.988);(-0.034, 0.000, 0.000);0.418;5.302;5.302;VALID;(-0.225, 0.051, 0.973);(0.034, 0.000, 0.000);0.408;4.935;12.103;0.4930343;0.4430372
